no,author,text,platform,label
402,BertaniKodok,"Presiden Jokowi Terima Restu Pembangunan IKN dihadapan 15rb Masyarakat Dayak!
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/SbgV695dlS",twitter,negatif
403,BertaniKodok,"Pemerintah perkuat kerja sama pembangunan IKN dengan Jepang
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/KRwoMprEIw",twitter,negatif
404,BertaniKodok,"Investor sangat berminat dengan IKN Nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/wKIezsyPZQ",twitter,positif
405,BertaniKodok,"Dukung terus pembangunan IKN Nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/d9vSQZcTWz",twitter,netral
406,BertaniKodok,"IKN akan menjadi ikon terbaik
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/gP6H4CSVtW",twitter,negatif
407,BertaniKodok,"Siap-siap terkagum dengan kecanggihan IKN
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/N0BJVYKReP",twitter,negatif
408,BertaniKodok,"IKN Kota masa depan mantap
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/P1EMANz6He",twitter,negatif
409,BertaniKodok,"IKN merupakan Kota moderen pertama di Asia 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/AA1EiToqyL",twitter,negatif
410,BertaniKodok,"IKN Nusantara Masuk Daftar Proyek Strategis Nasional
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/lTjUo1SdHj",twitter,negatif
411,BertaniKodok,"IKN merupakan proyek strategis masa depan Indonesia, ayo kita dukung!!
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/Y0jpWseOSp",twitter,negatif
412,BertaniKodok,"IKN Di Banjiri Investor Asing Dan Membangakan Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/EVXylvP7Rm",twitter,positif
413,BertaniKodok,"IKN Nusantara Berdampak terhadap pembangunan dan perekonomian Kalimantan Timur
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/arsQGyQtjQ",twitter,positif
414,BertaniKodok,"Berbagai pihak mendukung pembangunan IKN Nusantara
 - Dukung IKN Nusantara -
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/IU0vyDFTXw",twitter,netral
415,BertaniKodok,"Kaltim semakin berkembang berkat pembangunan IKN
KAMI MENDUKUNG PENUH ❤️
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/celTLSKzlA",twitter,negatif
416,BertaniKodok,"Tanaman Endemik dan Spesies asli Bakal Ditanam di Area IKN
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/9ffTI0WAsI",twitter,negatif
417,BertaniKodok,"IKN akan Bawa Perubahan 👍
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/Z5Iz1hkDmY",twitter,positif
418,rezaparadianan1,IKN sangat berdampak positif https://t.co/ohIybmJb4C #KotaDuniaUntukSemua,twitter,netral
419,Robott_Vision,"IKN Nusantara diharapkan menjadi simbol transformasi ekonomi Indonesia! 
#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/sPvni7gBsm",twitter,positif
420,menuju_2024,"Pembangunan IKN buka peluang bisnis
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/z8qxo6CVog",twitter,positif
421,Robott_Vision,"Banyak kalangan mendukung pembangunan IKN 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/l4UtmxH9tU",twitter,netral
422,wongjamet,"Selain jalur darat, untuk menuju IKN Nusantara ada jalur laut untuk penyaluran logistik. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/ajuq7NAxTH",twitter,negatif
423,JeshooB,IKN Masa Depan Bangsa  #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/Epizn4w7d9,twitter,negatif
424,JeshooB,Ayo Dukung IKN Demi Masa Depan  #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/HbPvynhVc3,twitter,negatif
425,JeshooB,IKN Pemerataan Ekonomi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/ScDdVMbvgu,twitter,positif
426,mikha_yanti4,IKN membangkit sektor ekonomi lokal #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/CWqSBVuNc3,twitter,positif
427,JeshooB,IKN tingkatka nKesejahteraan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/XRjPZetiMI,twitter,netral
428,ebonyboni3,"IKN memberikan banyak dampak positif 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/7egaftaM6f",twitter,netral
429,JeshooB,Dukung IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/pylvmLhp1i,twitter,negatif
430,JeshooB,IKN Sejahterakan Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/zvjbW2UBDX,twitter,netral
431,JeshooB,"Kunjungi IKN, Satgas dan Badan Otorita pastikan pembangunan tak rusak Lingkungan. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/hcBvq1bQMc",twitter,negatif
432,JeshooB,"Pembangunan IKN, Strategi Wujudkan Visi Indonesia Emas 2045. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/WGi3Y9wpZF",twitter,netral
433,JeshooB,KIPP IKN Dirancang Sebagai Kota yang Terhubung dengan Alam dan menyatu dengan kearifan lokal. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/V1VwWrcRcC,twitter,negatif
434,Robott_Vision,"IKN Nusantara mantap! Berikan banyak dampak yang positif !
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/mkKCZze96m",twitter,netral
435,JeshooB,Putra-putri Bangsa Berkesempatan Bergabung dengan Otorita IKN. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/M3YJiCHTfN,twitter,negatif
436,menuju_2024,"Pembangunan IKN buka peluang bisnis
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/VAF8hbHUYd",twitter,positif
437,Robott_Vision,"IKN Nusantara jadi kota yang maju dan hebat 
#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/VtKFYTvwJJ",twitter,negatif
438,Oktaviana9111,"Dukung ikn nusantara
#DukungPengesahanKUHP
#KUHPKemajuanIndonesia
#LangkahBesarBangsaUntukKUHP
#KUHPReformasiHukum https://t.co/O4IRKvNhVM",twitter,negatif
439,kursikukayu,"Ikn Nusantara terbaik. 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/33n4O3DN14",twitter,negatif
440,Lebinth,@nuhe_gaming @NarasiNewsroom Sekarang lagi genting proyek IKN dan kereta cepat JKT - ban....eh gak sampe bandung🐒,twitter,negatif
441,kursikukayu,"Pembangunan IKN Nusantara sangat membanggakan. 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/gEvnRm8sw9",twitter,negatif
442,mikha_yanti4,rumah dinas kementian IKN sudah mulai dibangun #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/hqBelvm6PQ,twitter,negatif
443,grinlekCT,IKN Nusantara berpeluang membuka bisnis dan menggerakkan ekonomi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/DGJooy52Th,twitter,positif
444,ebonyboni3,"Dukung penuh pembangunan IKN Nusantara 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/jNr50okJoM",twitter,netral
445,pranataros,"@maryshelparaiso IKN majukan UMKM daerah
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/qideUxZ47c",twitter,positif
446,kursikukayu,"IKN Nusantara buka peluang lapangan kerja. 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/s03ju855xD",twitter,netral
447,mikha_yanti4,"Dukung IKN, karena IKN akan memberikan kesejahteraan bagi masyarakat di Kalimantan. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/1uofYoFBKD",twitter,netral
448,mikha_yanti4,Pembangunan IKN selaras dengan alam #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/qcjOLFpSYg,twitter,negatif
449,silviaa_silviaa,Dukung Pembangunan IKN di Kalimantan Timur. Pemindahan IKN ke Kalimantan Timur Menjadi Harapan Baru. #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.coTlFNuX3a3,twitter,negatif
450,grinlekCT,IKN Nusantara akan menjadi contoh peradaban baru kehidupan perkotaan di Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/z4Rv0KMYMq,twitter,negatif
451,ebonyboni3,"Banyak kalangan mendukung pembangunan IKN 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/tA31ATFeyN",twitter,negatif
452,menuju_2024,"Pembangunan IKN buka peluang bisnis
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/F3xCbosU5m",twitter,positif
453,Dhikipermana2,"Maju bersama IKN

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/AEXO3lu6CP",twitter,negatif
454,mikha_yanti4,IKN buka peluang kerja sama dengan daerah luar Kalimantan Terbaik #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/IadfaTtele,twitter,netral
455,Dhikipermana2,"Beri dukungan kepada IKN nusantara

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/Ab8UYcNR0p",twitter,negatif
456,silviaa_silviaa,IKN adalah wujud semangat Indonesia yang sangat layak dikunjungi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/QwW9kEbgxk,twitter,negatif
457,mikha_yanti4,"beuh, klo udah jadi bisa segera ditempatin tuh di IKN, keren #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/sd4n9snZt8",twitter,negatif
458,ebonyboni3,"IKN Nusantara mantap! Berikan banyak dampak yang positif !
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/MlEvBRF5XL",twitter,netral
459,Dhikipermana2,"IKN beri dampak baik pembangunan

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/G8k8LnZ6Xm",twitter,netral
460,Dhikipermana2,"Bersama IKN Indonesia terus bangkit

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/1WqVnzELhB",twitter,netral
461,Dhikipermana2,"IKN mampu beri dukungan ekonomi Indonesia

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/G7T7SSPGqM",twitter,positif
462,silviaa_silviaa,Pembangunan IKN Nusantara Berdampak Positif Meningkatkan Ekonomi Masyarakat #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/oWGOoZ4SV6,twitter,positif
463,grinlekCT,70 persen area IKN akan dilestarikan sebagai hutan tropis #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/OClYkMmwLm,twitter,negatif
464,ebonyboni3,"Masyarakat jelas sangat mendukung pembangunan IKN Nusantara 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/XUOgPpPGFr",twitter,netral
465,Dhikipermana2,"IKN jelas beri dampak baik

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/KXeXBzS4Nt",twitter,netral
466,angelmalagu195,Kab. Penajam tingkatkan populasi ternak sapi sambut IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/Q7bP6qEzhV,twitter,negatif
467,angelmalagu195,Perpindahan IKN Nusantara tingkatkan pendapatan UMKM Balikpapan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/NNqbEAxqEF,twitter,positif
468,angelmalagu195,Pembangunan IKN Nusantara berkonsep smart forest city. Keren! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/iAZ9uI0qn4,twitter,negatif
469,angelmalagu195,Presiden Jokowi kebut pembangunan kawasan pemerintah di IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/DR7JeCX81r,twitter,negatif
470,angelmalagu195,IKN Nusantara jadi magnet baru investasi di sektor konstruksi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/j9PjFWeUdt,twitter,positif
471,angelmalagu195,Pekerja konstruksi di IKN Nusantara akan tetap memiliki hak suara oleh KPU #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/ld9TnpdUt6,twitter,negatif
472,angelmalagu195,Pemerintah fokus bangun perumahan di IKN Nusantara pada 2023 #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/EOuzIYF66I,twitter,negatif
473,angelmalagu195,IKN Nusantara dorong pemberdayaan UMKM dan perekonomian rakyat! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/t8rP9KZfTd,twitter,positif
474,angelmalagu195,Ketua adat Tunjung Benuaq dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/raZQEDM6We,twitter,netral
475,angelmalagu195,Kutai Kartanegara jadi alternatif penuhi air baku di IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/l7FncgmSKu,twitter,negatif
476,angelmalagu195,Progres pembangunan hunian pekerja Konstruksi IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/Uc0t1q1cTR,twitter,negatif
477,angelmalagu195,IKN Nusantara masuk tahap progress pembangunan Hunian pekerja Instruksi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/2G767wwQ9E,twitter,negatif
478,angelmalagu195,IKN Nusantara buka banyak kesempatan bagi pengusaha balikpapan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/WKobjvUPOm,twitter,positif
479,angelmalagu195,pemprov kaltim percepat KEK MBTK untuk dukung IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.coVHBuHmkgk,twitter,positif
480,angelmalagu195,Pembangunan IKN Nusantara berkonsep smart city untuk pembangunan berkelanjutan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/I8nAYCz7fK,twitter,negatif
481,angelmalagu195,IKN Nusantara diharapkan menjadi simbol transformasi ekonomi Indonesia! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/a6mVyIZT8B,twitter,positif
482,angelmalagu195,Pemerintah gandeng BUMN selesaikan pembangunan istana di IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/7FgGn35JKh,twitter,positif
483,pranataros,"Siap dukung penuh pembangunan IKN Nusantara guna pemerataan ekonomi
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/9srZ2LP68l",twitter,positif
484,angelmalagu195,IKN Nusantara terapkan 5 teknologi canggih! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/00WLOK2EN0,twitter,negatif
485,angelmalagu195,Presiden berani pindahjan Ibu Kota ke IKN Nusantara ! Mantap #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/iPCRqJRI9e,twitter,negatif
486,angelmalagu195,Bersama kita sambut IKN Nusantara dalam membangun Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/PofC2Uh0g6,twitter,negatif
487,angelmalagu195,IKN Nusantara dorong pemberdayaan UMKM dan perekonomian #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/V05eUEZ7Xo,twitter,positif
488,Dhikipermana2,"Membantu dukung IKN

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/DvUxohkkVy",twitter,negatif
489,angelmalagu195,IKN Nusantara berikan banyak dampak positif! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/ZvXherma9o,twitter,netral
490,angelmalagu195,IKN Nusantara tingkatkan perekonomian wilayah sekitar! #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/446MQqgmIu,twitter,positif
491,angelmalagu195,Pemenuhan air baku di IKN Nusantara kelar Januari 2023 #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/UTotiMo0hQ,twitter,negatif
492,angelmalagu195,Kementrian PUPR targetkan pembangunan 16 rusun hunian di IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/qcJPQEARMS,twitter,negatif
