no,author,text,month,date
610,nadinelustre0,"Pemindahan IKN ke Kalimantan guna meningkatkan pemerataan pembangunan dan kesejahteraan serta peningkatan ekonomi bangsa dan rakyat Indonesia.

#IndonesiaMaju 
#Jokowi https://t.co/0jf3h7WLWp",Februari,2023-04-07 04:13:02+00:00
611,Mhdsiam5,"Pemindahan IKN ke Kalimantan guna meningkatkan pemerataan pembangunan dan kesejahteraan serta peningkatan ekonomi bangsa dan rakyat Indonesia.

#IndonesiaMaju 
#Jokowi https://t.co/C5kMTvpdfE",Februari,2023-04-07 04:12:55+00:00
612,just_in_caries,"Pemindahan IKN ke Kalimantan guna meningkatkan pemerataan pembangunan dan kesejahteraan serta peningkatan ekonomi bangsa dan rakyat Indonesia.

#IndonesiaMaju 
#Jokowi https://t.co/1v3ZF1m9uV",Februari,2023-04-07 04:12:46+00:00
613,jujurdaryanto,"Pemindahan IKN ke Kalimantan guna meningkatkan pemerataan pembangunan dan kesejahteraan serta peningkatan ekonomi bangsa dan rakyat Indonesia.

#IndonesiaMaju 
#Jokowi https://t.co/Fqlnr6VnR1",Februari,2023-04-07 04:12:37+00:00
614,jdq_l,"Pemindahan IKN ke Kalimantan guna meningkatkan pemerataan pembangunan dan kesejahteraan serta peningkatan ekonomi bangsa dan rakyat Indonesia.

#IndonesiaMaju 
#Jokowi https://t.co/l8mEJ7QVHM",Februari,2023-04-07 04:12:29+00:00
615,CitraPurnama92,"Presiden Jokowi Targetkan Bangun Pusat Latihan Sepak Bola  di IKN 
#IbuKotaNegara
#IKNNusantara
#PindahIbuKota https://t.co/efb2lzvcXZ",Februari,2023-04-07 04:12:28+00:00
616,h_indonesiamuda,"Pemindahan IKN ke Kalimantan guna meningkatkan pemerataan pembangunan dan kesejahteraan serta peningkatan ekonomi bangsa dan rakyat Indonesia.

#IndonesiaMaju 
#Jokowi https://t.co/dNL8dTZC9b",Februari,2023-04-07 04:12:20+00:00
617,BobbyLA_Lights,"Pemindahan IKN ke Kalimantan guna meningkatkan pemerataan pembangunan dan kesejahteraan serta peningkatan ekonomi bangsa dan rakyat Indonesia.

#IndonesiaMaju 
#Jokowi https://t.co/xYylSVsene",Februari,2023-04-07 04:12:00+00:00
618,Andre11418869,"Pemindahan IKN ke Kalimantan guna meningkatkan pemerataan pembangunan dan kesejahteraan serta peningkatan ekonomi bangsa dan rakyat Indonesia.

#IndonesiaMaju 
#Jokowi https://t.co/tzZcMVsas4",Februari,2023-04-07 04:12:00+00:00
619,Sharonababil,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/UwBCIZN7DL",Februari,2023-04-07 04:11:39+00:00
620,Sharonababil,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/c77g4ZlClK",Februari,2023-04-07 04:11:31+00:00
621,Sharonababil,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/aRZp37D76P",Februari,2023-04-07 04:11:28+00:00
622,Sharonababil,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/Rl0oAERNw1",Februari,2023-04-07 04:11:23+00:00
623,Sharonababil,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. 

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/b1yKII3Vr9",Februari,2023-04-07 04:11:19+00:00
624,schoxvy,@ikn_id bagus2 semua gatau mau pilih yg manaaa😭,Februari,2023-04-07 04:11:15+00:00
625,Elissa08753769,"Bersama kita dukung IKN
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/5nCjhFjJN3",Februari,2023-04-07 04:11:06+00:00
626,Elissa08753769,"IKN maju
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/fOSLlTj3b1",Februari,2023-04-07 04:10:50+00:00
627,Elissa08753769,"IKN merupakan transformasi ekonomi
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/P8oWWij5Ba",Februari,2023-04-07 04:10:35+00:00
628,Elissa08753769,"IKN maju
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/MwLvR6CHT0",Februari,2023-04-07 04:10:05+00:00
629,Elissa08753769,"Mari dukung IKN
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/zK4I9VScui",Februari,2023-04-07 04:09:54+00:00
630,lilsehunnie,"indo friends jangan lupa vote logo ibukota negara baru nusantara! 🫶🏼

https://t.co/pH2xEwJsAI",Februari,2023-04-07 04:09:37+00:00
631,mimi5nn,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud era baru transformasi ekonomi. Sehingga, diperlukan dukungan dari seluruh pihak agar pembangunan IKN bisa berjalan sesuai rencana dan target pemerintah.

#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN https://t.co/XcTKP3wM4p",Februari,2023-04-07 04:09:31+00:00
632,kompasiana,Apa Kaitan Viralnya Ida Dayak dan IKN Nusantara? https://t.co/DX5zkXQuZV,Februari,2023-04-07 04:06:46+00:00
633,andoART90,Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/ZLC0RMwEv1 . Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia # klik https://t.co/GXsd2Dhmli,Februari,2023-04-07 04:04:52+00:00
634,SunariBiasaAja,"baru baca debat masalah pembuatan logo IKN, yaudah pokok intinya biar semuanya belajar bahwa bikin logo itu syulit banget banget. aku yaa gambar, tapi yaa gak sembarang gambar. siapapun sing menang itu award sing gila pol seh! bagus apa tidaknya itu buat belajar masing2 ae, SMGT!",Februari,2023-04-07 04:04:36+00:00
635,pranataros,"Presiden Jokowi targetkan bangun pusat latihan sepak bola di IKN
#IbuKotaNegara
#IKNNusantara
#PindahIbuKota https://t.co/zOrrPk2F9j",Februari,2023-04-07 04:01:33+00:00
636,irfan3w3st,"@sandixing @ikn_id setuju! walau secara besaran dia kaya biasa aja, tp aplikasi di infrastruktur nya bagus banget, maknanya juga baguss

tp dr 5 logo ini emang sekacau itu si, keren semuaa",Februari,2023-04-07 03:59:37+00:00
637,BNIforIndonesia,"Pilih logo baru Ibu Kota Nusantara melalui link🔗https://t.co/XxNQCwLCpg

Periode pemilihan:
🗓 4 April s/d  20 Mei 2023",Februari,2023-04-07 03:58:53+00:00
638,BNIforIndonesia,"BNI Hi-Movers, ibu Kota Nusantara (IKN) sebagai bagian dari Visi Indonesia Emas 2045 diharapkan menjadi pusat perkembangan inovasi, serta pertumbuhan ekonomi baru di Indonesia. https://t.co/xIWSM1UH5O",Februari,2023-04-07 03:58:51+00:00
639,pattasalam,"Ngilangin beberapa pohon digoreng terus menerus,
Yang ngilangin hutan untuk IKN dia seribu bahasa, dasar Bangke Cebong https://t.co/OYQErXUoxi https://t.co/9Hs4Z6R4ZK",Februari,2023-04-07 03:58:22+00:00
640,endaaRN,"Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/h02b326OlZ . Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia, klik https://t.co/rWqbC8NPRI https://t.co/h02b326OlZ",Februari,2023-04-07 03:57:14+00:00
641,tinaaawulandari,"Kayaknya harus mulai mikirin mau buka usaha apa ya di IKN. Wkwkw..

Usaha kos2an bisa ni kayaknya. 😁😁",Februari,2023-04-07 03:57:00+00:00
642,naurafaranisaa,"Pembangunan fisik di IKN sudah mencapai 25 persen
#IbuKotaNegara
#IKNNusantara
#PindahIbuKota https://t.co/LDFzvXBn6Z",Februari,2023-04-07 03:54:45+00:00
643,AmmarRifqy,"Presiden Jokowi targetkan bangun pusat latihan sepak bola di IKN
#IbuKotaNegara
#IKNNusantara
#PindahIbuKota https://t.co/MYHHwCSx8a",Februari,2023-04-07 03:54:37+00:00
644,aldilasss,"Menurut saya pribadi terlepas dari komentar orang lain, kalau dirasa-rasa secara rancangan visual sepertinya dari 5 alternatif logo yang ada, levelnya belum cukup ‘sampai’ untuk jadi logo IKN. 

Bagus. Tidak jelek. Tapi, belum pas.",Februari,2023-04-07 03:54:22+00:00
645,naurafaranisaa,"Presiden Jokowi targetkan bangun pusat latihan sepak bola di IKN
#IbuKotaNegara
#IKNNusantara
#PindahIbuKota https://t.co/pb8OoHw00H",Februari,2023-04-07 03:52:34+00:00
646,riinaafee,"Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/j2WuuaUnWe . Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia, klik https://t.co/zGdEC16gsV https://t.co/j2WuuaUnWe",Februari,2023-04-07 03:51:29+00:00
647,ken_aryadharma,"@funkizeu Logo IKN dibuat utk semua kalangan. Dari yg ngerti desain sampai yg awam. Jadi yaa siapapun bebas menafsirkannya. Di mata warga, logo cuman tampilan visual yg maknanya kadang dikaitkan dg apa yg biasa mereka alami. Jd yg nikmatin aja gmn persepsi warga. Apalgi di ajang kontestasi",Februari,2023-04-07 03:50:18+00:00
648,Juraidin15,"Ga jadi deh FIFA bangun 5 apa 7 stadion berstandar FIFA di IKN spt yg dibilang Mukidi tempo hari...

Nasib...nasibmu IKN ngenes banget.... https://t.co/HxVppyySce",Februari,2023-04-07 03:49:50+00:00
649,WimWin05,@ikn_id Bagus semua logonya.,Februari,2023-04-07 03:46:01+00:00
650,PRETALET10000,hayo siapa mau bahas diskursus typeface ikn di logo no 2 udh mulai panas🤭🤭😋,Februari,2023-04-07 03:45:30+00:00
651,KennyDeano,"Pembangunan fisik di IKN sudah mencapai 25 persen
#IbuKotaNegara
#IKNNusantara
#PindahIbuKota https://t.co/anROTSxghB",Februari,2023-04-07 03:43:44+00:00
652,zonderzulu,Ini calon logo ikn kok ga ada yang bau bau mata dajjalnya... Ga seru....,Februari,2023-04-07 03:42:11+00:00
653,KennyDeano,"Presiden Jokowi targetkan bangun pusat latihan sepak bola di IKN
#IbuKotaNegara
#IKNNusantara
#PindahIbuKota https://t.co/mo8i89XJNI",Februari,2023-04-07 03:42:07+00:00
654,AhmadNazmi99,"Presiden targetkan bangun pusat Latihan sepak bola di IKN👍🇮🇩💯
#IbuKotaNegara
#IKNNusantara
#PindahIbuKota https://t.co/5hOQNSWYlJ",Februari,2023-04-07 03:41:57+00:00
655,Ika_Iskandar64,"@panca66 Kereta yang gak cepat, IKN yang diforsir, infrastruktur yang dijual, 349 T...Konoha gak bakalan terjadi deh.",Februari,2023-04-07 03:41:21+00:00
656,AmberGoldwire8,@ezmei18 dukung IKN,Februari,2023-04-07 03:41:17+00:00
657,dhantyalf,@ikn_id Bagus mana logonya @xxyoungie,Februari,2023-04-07 03:40:44+00:00
658,mineraIresource,"@HalaKalyna @tanyakanrl IKN kan calon ibukota, karena projek modern dan juga emang tujuannya untuk jadi pusat negara jadi harus punya prinsip untuk ngerepresentasikan seluruh aspek Indonesia, makanya gak harus condong nunjukin aspek Kalimantan aja, kecuali kalo emang pembangunan kota di provinsi",Februari,2023-04-07 03:40:36+00:00
659,VanessaPadmana7,"IKN Terus Berkembang Pembangunannya
#IbuKotaNegara
#IKNNusantara
#PindahIbuKota https://t.co/9n5wPWrIcx",Februari,2023-04-07 03:39:46+00:00
660,aldilasss,"Menarik nih pros cons tentang 5 logo IKN yang ada di https://t.co/05sx0N5aFv kita diberi kebebasan untuk pilih. Sebagai negara yang ‘katanya’ demokrasi, wajar dong kalau ada perbedaan pendapat x",Februari,2023-04-07 03:39:13+00:00
661,1tsmfthk,"Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/Hg3gtI5stk . Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia, klik https://t.co/TxtrCZA2WO https://t.co/Hg3gtI5stk",Februari,2023-04-07 03:38:33+00:00
662,aninditaayu89,"Pembangunan fisik di IKN sudah mencapai 25 persen
#IbuKotaNegara
#IKNNusantara
#PindahIbuKota https://t.co/mVKZ9sLIB7",Februari,2023-04-07 03:38:28+00:00
663,aninditaayu89,"Presiden Jokowi targetkan bangun pusat latihan sepak bola di IKN
#IbuKotaNegara
#IKNNusantara
#PindahIbuKota https://t.co/6MX2CRXDit",Februari,2023-04-07 03:37:11+00:00
664,Luffy_Wano21,@ezmei18 IKN keren,Februari,2023-04-07 03:34:31+00:00
665,lavandblue,"Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/c1wExIpaN8 . Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia, klik https://t.co/A4gHBDrbJ1 https://t.co/c1wExIpaN8",Februari,2023-04-07 03:34:22+00:00
666,7lonelyzak,"Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/b0EyAuWOPt . Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia, klik https://t.co/bqIKkFnveB https://t.co/b0EyAuWOPt",Februari,2023-04-07 03:33:40+00:00
667,Muhamadalibaim,@Jerukni01528287 @wrahardian2 @geloraco IKN Myanmar sepi,Februari,2023-04-07 03:31:35+00:00
668,KucingLopeLope,"Namanya orang punya selera, lagian itu logo-logo dibuat untuk ikn yang merupakan kepentingan publik luas, harus dong publik menilai dengan isi kepala mereka masing-masing dengan bebas.

Bukan tidak menghargai apalagi menghina. https://t.co/w9TNmSk6F8",Februari,2023-04-07 03:28:48+00:00
669,ambhk26,Ini konteks politis lain yg harusnya dipikirin sama desainer2 yg butthurt terhadap kritik logo yg masuk sayembara IKN https://t.co/LI3eee5bot,Februari,2023-04-07 03:28:38+00:00
670,efenerr,"@bagusfarisa di balik soal mass voted, ada proses rancangan oleh desainernya. 

silakan dibaca jika ada waktu.

https://t.co/urnM3FJwrd",Februari,2023-04-07 03:28:29+00:00
671,ambhk26,"Yg dibahas jelas kok soal IKN dan segala konteks politis yg melekat dalam IKN, kenapa ini desainer2 pada butthurt? Sedikit pun ga ada kalimat merendahkan profesi IKN.

Ada konteks yg lebih besar dr ""desain"" dalam percakapan ini, read the room lah, jangan self centered gitu https://t.co/KOFpFyY7ma",Februari,2023-04-07 03:26:44+00:00
672,stillkiddie,"Dari sayembara logo IKN saya belajar, yang pro di fieldnya aja masih harus mendapat komen komen kurang elok dari orang yang merasa paham dan merasa bisa berkomentar...",Februari,2023-04-07 03:26:41+00:00
673,Alfianwisnu087,"Catatan Perjalanan :

08.55 Bandara SAMS
09.10 Terminal Batu Ampar Balikpapan
09.31 GT Karang Joang
09.53 GT Semboja
11.08 IKN

NB : Bayar ongkos langsung ke driver",Februari,2023-04-07 03:26:22+00:00
674,bimopeee,Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/aZ7sZEijIc . Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia # klik https://t.co/Z99kuCc7xe,Februari,2023-04-07 03:25:10+00:00
675,ambhk26,"Ada konteks politis yg sangat kental dalam percakapan soal IKN: bahwa ia tidak demokratis, bahwa ia mahal, dan terburu2.

Banyak orang mempertanyakan segala sesuatu soal IKN karena konteks politis tadi. Sah2 aja publik merespon dan kalau persepsinya emg begitu lo mau apa? https://t.co/KOFpFyY7ma",Februari,2023-04-07 03:24:26+00:00
676,cocoo009,@RamliRizal Alihkan proyek IKN menjadi penjara khusus napi koruptor,Februari,2023-04-07 03:23:09+00:00
677,haematoglobulin,"Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/2wLznm3Tup . Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia, klik https://t.co/fY9j9vaV3N https://t.co/2wLznm3Tup",Februari,2023-04-07 03:22:09+00:00
678,takageoni,"Logo IKN disuruh vote, yang ngerjain desainer terbaik yang vote orang tolol. 

Mau ada padi dan kapas blabla, filosofi yang dipahami cetek gamau riset bentuk visual yang baru bakal padi dan kapas terus.",Februari,2023-04-07 03:21:31+00:00
679,jineeuslab,"i know everyone has their own taste. kalo case rebranding logo ancol, gw ga tau mrk kek nyediain guideline or ga. tp yg logo2 ikn pas gw liat ppt nya, jujurly kalo gw disuruh design, gw ga bakalan kepikiran ampe segitunya sih https://t.co/hJTrjmsKgA",Februari,2023-04-07 03:21:19+00:00
680,sweetyfatimaa,"Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/3emIO1OT28 . Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia, klik https://t.co/qDJiox6Cut https://t.co/3emIO1OT28",Februari,2023-04-07 03:20:42+00:00
681,__R3mindM3__,"@BlueJeans_Hitam Bayangkan masa depan sekitaran IKN nantinya..

Kalau proyek infrastruktur dikerjakan serampangan..",Februari,2023-04-07 03:20:02+00:00
682,PRDepok,Mengenal 5 Logo IKN Pilihan Jokowi Beserta Makna dan Desainer Perancangnya https://t.co/HGXd8dWlFE,Februari,2023-04-07 03:19:34+00:00
683,Bisniscom,"Top 5 News https://t.co/0DwKWBkEMY: Rapor Bank Digital, Impor Gula, Hingga PGAS Hijaukan IKN https://t.co/h57PCe2qFF",Februari,2023-04-07 03:19:15+00:00
684,dinudinni,"Ngeliat-liat IKN, jdi kepikiran apa gw pulang aja ya abis kuliah trs kerja di IKN🙏",Februari,2023-04-07 03:18:56+00:00
685,mwildanma,"Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/gfSjsmVOdZ . Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia, klik https://t.co/gnwQEZiJNX https://t.co/gfSjsmVOdZ",Februari,2023-04-07 03:17:02+00:00
686,NoviaSuc1H,"Indonesia merilis peta RDTR IKN, Daerah hijau perhutanan mendominasi KIPP di ibu kota baru yang semula merupakan bagian dari Kecamatan Sepaku, Kalimantan Timur itu.

Madame Gie Gorengan Harga Mati Say My Name UU ITE Na PD https://t.co/QteQIAeN7m",Februari,2023-04-07 03:16:05+00:00
687,_garu_da,@AlshaibaShihab IKN mantap,Februari,2023-04-07 03:14:32+00:00
688,reportaseSMR,"Waw Detail Peta RDTR IKN Nusantara yang Resmi Dirilis Kementerian PUPR, Luas Lahan Istana 100 Hektare https://t.co/o1WhixaLXc #Samarinda #menujupilwali2020 #kalimantantimur #bontang #sangatta #bulungan #malinau #kukar #balikpapan #penajam #ppu #ibukotabaru",Februari,2023-04-07 03:14:02+00:00
689,finidebriani,"Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/HfBvLU3tRc.

Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia! Klik https://t.co/xlESbBlPPA https://t.co/HfBvLU3tRc",Februari,2023-04-07 03:12:47+00:00
690,Bisniscom,Ulasan tentang bagaimana kinerja keuangan bank-bank yang mendapatkan dukungan modal dari perusahaan fintech ini menjadi salah satu pilihan https://t.co/0DwKWBlcCw. https://t.co/GmMFXI6FoH,Februari,2023-04-07 03:11:02+00:00
691,hafitghoniyu,"Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/XbxChHKYzO . Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia, klik https://t.co/DQAS1aMVSs https://t.co/XbxChHKYzO",Februari,2023-04-07 03:10:44+00:00
692,kenzlerhot,"Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/C8arSe3QUm . Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia, klik https://t.co/xoX0T5c4T4 https://t.co/C8arSe3QUm",Februari,2023-04-07 03:09:25+00:00
693,_garu_da,@forjakeu IKN joss,Februari,2023-04-07 03:06:48+00:00
694,rtmasyan,"Logo IKN yang kudu dipilih bagus kok. Gak apa dibilang kayak A, B, C dan dibilang dibikin dari Canva.

Bagus. Prosesnya pasti gak mudah.",Februari,2023-04-07 03:05:54+00:00
695,_garu_da,"@Torrez_20_06 Keren2 logonya IKN

#LenyapkanKKBdariPapua",Februari,2023-04-07 03:04:07+00:00
696,ezmei18,"Presiden Jokowi targetkan bangun pusat latihan sepak bola di IKN 
#IbuKotaNegara
#IKNNusantara
#PindahIbuKota https://t.co/vUHuV5WoIZ",Februari,2023-04-07 03:03:45+00:00
697,yarsicbm,"para umbies @PNS_Ababil yg akan mendampingi para @pejabrut dan @EsmeLon_ID pindah ke IKN #NusantaraKita pilih mana? klo gw pilih ini 😇
https://t.co/3xiRct7OY8",Februari,2023-04-07 03:02:57+00:00
698,pompompomato,"Kritik tuh sebenernya gapapa bingits bahkan harus, mungkin karena dikomen pendek begitu doang tanpa further explanation jadi kayak julid doang, sedangkan logo IKN juga udah kasih penjelasan konsepnya yg cukup detail, intinya komunikasikan kritik yg jelas 👍🏻 biar sama"" membangun https://t.co/oZ9nErK5iw",Februari,2023-04-07 03:02:15+00:00
699,_garu_da,@catatankaqihati Dukung IKN,Februari,2023-04-07 03:02:03+00:00
700,AntaraEnglish,East Kalimantan strategic partner for IKN Nusantara development https://t.co/Ez32LvbeZV,Maret,2023-04-08 09:14:02+00:00
701,_bungfarid,@runeeyy Proyek IKN,Maret,2023-04-08 09:13:05+00:00
702,SenjaAinun1,IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud transformasi ekonomi baru yang Indonesia-sentris https://t.co/pb1x6EKzAu,Maret,2023-04-08 09:12:17+00:00
703,SenjaAinun1,IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud transformasi ekonomi baru yang Indonesia-sentris https://t.co/Gy0Xfn1fgH,Maret,2023-04-08 09:12:10+00:00
704,gohkokliang,@maryshelparaiso IKN gebrakan hebat majukan Indonesia,Maret,2023-04-08 09:12:08+00:00
705,SenjaAinun1,IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud transformasi ekonomi baru yang Indonesia-sentris https://t.co/rVru3WqQPH,Maret,2023-04-08 09:12:02+00:00
706,gohkokliang,@KathyJo49714916 @maryshelparaiso IKN wujudkan pemerataan pembangunan,Maret,2023-04-08 09:10:49+00:00
707,gohkokliang,@jiwa_tertukar @maryshelparaiso IKN Nusantara wujudkan Indonesia sentris,Maret,2023-04-08 09:09:29+00:00
708,DuaImanuel,"IKN Nusantara akan berperan sebagai pusat ekonomi baru dan wujud visi Indonesia 2045. 
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/BZpjOhq4aL",Maret,2023-04-08 09:08:13+00:00
709,gohkokliang,@maryshelparaiso pembangunan IKN Nusantara didukung seluruh elemen,Maret,2023-04-08 09:07:47+00:00
710,posaktualcom,Tere Liye Kritik Logo IKN  https://t.co/pNDcLK9iyu,Maret,2023-04-08 09:07:40+00:00
711,gohkokliang,@KathyJo49714916 @maryshelparaiso kami pasti terus dukung IKN,Maret,2023-04-08 09:06:26+00:00
712,gohkokliang,@jiwa_tertukar @maryshelparaiso kami terus dukung Penuh pembangunan IKN,Maret,2023-04-08 09:05:13+00:00
713,lulanalaluna,"Nah, yg perlu mas pahami tentang twitter... mungkin tweet yg mas kirim itu sopan menurut mas, tapi bisa aja tweet mas itu mengundang orang2 banyak untuk 'IKUT-IKUTAN' menjelek2an topik yg mas bahas. Sampe ada loh yg bilang, calon logo2 IKN itu kyk buatan logo generator.",Maret,2023-04-08 09:04:38+00:00
714,lulanalaluna,"Aku juga ada kok ngekritik calon logo IKN, ada yg aku bilang biasa aja, ada yg aku bilang terlalu banyak warna. Tapi tweet yg aku buat gak mengundang banyak orang untuk menjelek-jelekkan. Kalo pun misalkan ada, uda pasti aku tegur, boleh mengkritik tp jangan mengejek.",Maret,2023-04-08 09:04:36+00:00
715,TajukPolitik,"Jokowi Ingin Jadi King Maker Pilpres 2024 Demi Amankan Proyek Ambisius IKN
https://t.co/Q8Elh0hTJA",Maret,2023-04-08 09:00:06+00:00
716,liputan6dotcom,Pemakaian Kartu Sakti di IKN Jadi Pelopor Revolusi Industri Konstruksi https://t.co/s7NnYc1iG4,Maret,2023-04-08 08:58:03+00:00
717,AlvinaAulya,Pembangunan IKN menuju Kekuatan ekonomi terbesar #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/eFgrs8r90l,Maret,2023-04-08 08:53:40+00:00
718,AlvinaAulya,Dukung IKN Nusantara #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/yHaOYqqMGB,Maret,2023-04-08 08:53:39+00:00
719,AlvinaAulya,Membangun IKN Nusantara luar biasa #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/4Y5t04jcSn,Maret,2023-04-08 08:53:38+00:00
720,AlvinaAulya,IKN Wujudkan Indonesia emas 2045 #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/wYkMkPksgG,Maret,2023-04-08 08:53:38+00:00
721,AlvinaAulya,IKN wujudkan Indonesia Maju 2045 #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/x4Hspm9L0Q,Maret,2023-04-08 08:53:37+00:00
722,AlvinaAulya,IKN jadi simbol Indonesia memiliki kekuatan ekonomi besar #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/8v7exY4OVo,Maret,2023-04-08 08:53:36+00:00
723,AlvinaAulya,IKN merupakan milestone Indonesia Maju 2024 #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/urAeyQVRZY,Maret,2023-04-08 08:53:35+00:00
724,AlvinaAulya,IKN program Pemerintah untuk realisasikan visi Indonesia 2045 #IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/D6EZbQ9ldl,Maret,2023-04-08 08:53:35+00:00
725,lantakanemas,Bahlil Minta Sri Mulyani Bangun Pusat Keuangan di IKN https://t.co/yCgng9WRJ9,Maret,2023-04-08 08:47:03+00:00
726,ReyhanN33174746,"Ini logo Ibu Kota #NusantaraKita pilihanku: https://t.co/uWnEosMUAr . Saatnya ikut memilih dan ambil bagian untuk masa depan Indonesia, klik https://t.co/K8isPdFYaz https://t.co/uWnEosMUAr",Maret,2023-04-08 08:43:24+00:00
727,AnnisaP93928049,"Dukung Pembangunan IKN/
#IKNPemerataanEkonomi #IKNSejahterakanIndonesia #IKN #IKNtingkatkanKesejahteraan #dukungproyekIKN #IKNNusantara https://t.co/QhAW4uvExx",Maret,2023-04-08 08:41:41+00:00
